Title,URL,City,Type,Area,Price,Purpose,Location,Description,Built in year,Parking Spaces,Double Glazed Windows,Central Air Conditioning,Central Heating,Flooring,Electricity Backup,Waste Disposal,Floors,Other Main Features,Furnished,Bedrooms,Bathrooms,Servant Quarters,Drawing Room,Dining Room,Kitchens,Study Room,Prayer Room,Powder Room,Store Rooms,Steam Room,Lounge or Sitting Room,Laundry Room,Other Rooms,Broadband Internet Access,Satellite or Cable TV Ready,Intercom,Community Lawn or Garden,Community Swimming Pool,Community Gym,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Community Centre,Lawn or Garden,Sauna,Jacuzzi,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Maintenance Staff,Security Staff,Other Facilities
5 Marla Double Unit House Available. For Sale In Gulshan E Sehat E-18 Islamabad.,https://www.zameen.com/Property/e_18_gulshan-e-sehat_1_5_marla_double_unit_house_available_for_sale_in_gulshan_e_sehat_e-18_islamabad-52061672-3258-1.html,Islamabad,House,5 Marla,"PKR
1.7 Crore",For Sale,"E-18, Islamabad, Islamabad Capital","5 Marla Double Unit House Available. 
For Sale in Gulshan e Sehat E-18 Islamabad. 
House Size 25*50. 
Double Story. 
5 Bedrooms. 
6 Baths. 
2 Drawing Dining. 
2 TV Lounge. 
2 Kitchen. 
1 Car Parking. 
Electricity and Water Available. 
All Facilities Available. 

Interested People Can Contact Easily. 

Gulshan e Sehat E-18 is a Good Sector for Residence. 
Because On Main Fateh Jhang Road. 
Near to Motorway Interchange. 
Neat and Clean. 
24 Hours Security. 
All Facilities Available Like Banks , Schools , Restaurants ETC.",,,,,,,,,2,,,5,6,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Marla Dream Luxury Modern Designer Stylish Double Storey Brand New Beautiful,https://www.zameen.com/Property/islamabad_bani_gala_10_marla_dream_luxury_modern_designer_stylish_double_storey_brand_new_beautiful-52677733-340-1.html,Islamabad,House,10 Marla,"PKR
4.5 Crore",For Sale,"Bani Gala, Islamabad, Islamabad Capital","*Luxury 10 Marla Double Storey House for Sale in Bani gala, Islamabad*

*Property Features:*

- *6 Bedrooms* with attached washrooms
- *Drawing/Dining* room 2
- *TV Lounge*2
- *Kitchen* 2
- *Laundry* area 2
- *Terrace* with beautiful views
- *Servant Quarter* with attached washroom
- *Electric Meter* and *Water Sump*
- *Gas* and *Sewerage* line available
- *Concrete Road*
- *Walking Distance* to Masjid and School

*Prime Location:*
Bani gala, Islamabad

*Amenities:*

- Close proximity to main boulevard
- Peaceful neighborhood
- Good transportation network

*Ideal for:*
Families looking for a luxurious and modern home in a prime location. 

*Contact:*
[Your Phone Number] or [Your Email]

This luxurious and modern home offers a perfect blend of style, comfort, and convenience. Don't miss out on this opportunity to own a dream home in a prime location!

Let me know if you need any adjustments.",2025,2,,,,,,,,,,6,6,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House For Sale size 30x60 CBR Block D Demand. 3.50,https://www.zameen.com/Property/cbr_town_phase_1_cbr_town_phase_1_-_block_d_house_for_sale_size_30x60_cbr_block_d_demand_3_50-52662890-3150-1.html,Islamabad,House,7 Marla,"PKR
3.5 Crore",For Sale,"CBR Town, Islamabad, Islamabad Capital",,2025,1,,,,,,,2,,,4,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000 Sqyd Beautiful Build House 12 Bed Drawing ,Dining 3 TV Lounge 2 Kitchen Front Beautiful Huge Lawn Peaceful Location for sale",https://www.zameen.com/Property/islamabad_f-6_2000_sqyd_beautiful_build_house_12_bed_drawing_dining_3_tv_lounge_2_kitchen_front_beautiful_huge_lawn_peaceful_location_for_sale-52726990-164-1.html,Islamabad,House,4 Kanal,"PKR
1.2 Arab",For Sale,"F-6, Islamabad, Islamabad Capital","2000 Sqyd Beautiful Build House 12 Bed Drawing ,Dining 3 TV Lounge 2 Kitchen Front Beautiful Huge Lawn Peaceful Location for sale

Big Swimming Pool 
Big Lawn
Margalla facing view
Very Peaceful Location
12 Beds
Best location 
Lush green view
3TV
Drawing 
Dining
Lounge
2 Kitchen
Servant Quarter
Note. 
Contact Serious buyers only 

Bright Homes
Luxury Real Estate

Deals in,
Luxury Houses F6, F7, F8, G6, E7 Islamabad
We also Deal in Commercial and Industrial Properties All CDA Sectors",,,,,,,,,,,,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-11 Mpchs Beautiful House For Sale Size 40x80 Double Story With 20kva Solar System,https://www.zameen.com/Property/e_11_e-11_1_e-11_mpchs_beautiful_house_for_sale_size_40x80_double_story_with_20kva_solar_system-52114850-3230-1.html,Islamabad,House,14 Marla,"PKR
13 Crore",For Sale,"E-11, Islamabad, Islamabad Capital","E-11/1 gated community beautiful double story house with 20kva solar system and green meter, size 40x80 Tile and Marble flooring out class finnishing
beautiful latest modern elevation
5,bedrooms with attached bathroom drawing room attached bathroom, dinning area, study room Kitchen laundry area back side, store room on top mumty area and 1,servant quarter on top roof separate spiral stairs for servant
Demand 13 crore
only on cash, no adjustment
for more detail please call me",2024,3,,,,,,,2,,,5,6,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-7 800 Sqyd Liveable House 4bedd/d TV Lounge Kitchen Front Open Best Location CDA Transfer,https://www.zameen.com/Property/islamabad_e-7_e-7_800_sqyd_liveable_house_4bedd_d_tv_lounge_kitchen_front_open_best_location_cda_transfer-52726759-343-1.html,Islamabad,House,1.6 Kanal,"PKR
45 Crore",For Sale,"E-7, Islamabad, Islamabad Capital","E-7 800 Sqyd Liveable House 4bedd/d TV Lounge Kitchen Front Open Best Location CDA Transfer 

CDA Transfer 
Best location 
Margalla facing view
Very Peaceful Location
4 Beds
Front Open
Lush green view
TV Lounge
Drawing 
Dining
Kitchen
Note. 
Contact Serious buyers only 

Bright Homes
Luxury Real Estate

Deals in,
Luxury Houses F6, F7, F8, G6, E7 Islamabad
We also Deal in Commercial and Industrial Properties All CDA Sectors",,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House For sale In Rs. 120000000,https://www.zameen.com/Property/islamabad_i-8_house_for_sale_in_rs_120000000-52732154-174-1.html,Islamabad,House,12 Marla,"PKR
12 Crore",For Sale,"I-8, Islamabad, Islamabad Capital","House is available for sale in prime location of Islamabad

6 bed with attached bath
DD
TV lounge
Kitchen
Store room
Servant room
Car parking
Neat and clean

Cda transfer

Best option for living
Near to Markaz school masjid and park

More options also available
Get in touch with us today for more information and direct deal.",0,2,,,,,,,,,,6,6,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserve A Centrally Located House In I-8,https://www.zameen.com/Property/islamabad_i-8_reserve_a_centrally_located_house_in_i-8-52732153-174-1.html,Islamabad,House,12 Marla,"PKR
15 Crore",For Sale,"I-8, Islamabad, Islamabad Capital","House is available for sale in prime location of Islamabad

6 bed with attached bath
DD
TV lounge
Kitchen
Store room
Servant room
Car parking
Neat and clean

Cda transfer

Best option for living
Near to Markaz school masjid and park

More options also available
Get in touch with us today for more information and direct deal.",0,2,,,,,,,,,,6,6,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserve A Centrally Located House In I-8/3,https://www.zameen.com/Property/i_8_i-8_3_reserve_a_centrally_located_house_in_i-8_3-52732152-3443-1.html,Islamabad,House,1 Kanal,"PKR
19 Crore",For Sale,"I-8, Islamabad, Islamabad Capital","Double storey House is available for sale in prime location of Islamabad

6 bed with attached bath
DD
TV lounge
Kitchen
Store room
Servant room
Car parking
Neat and clean

Cda transfer

Best option for living
Near to Markaz school masjid and park

More options also available
Get in touch with us today for more information and direct deal.",0,2,,,,,,,,,,6,6,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House Sized 14 Marla Is Available For sale In I-8,https://www.zameen.com/Property/islamabad_i-8_house_sized_14_marla_is_available_for_sale_in_i-8-52732150-174-1.html,Islamabad,House,14 Marla,"PKR
14.5 Crore",For Sale,"I-8, Islamabad, Islamabad Capital","House is available for sale in prime location of Islamabad

6 bed with attached bath
DD
TV lounge
Kitchen
Store room
Servant room
Car parking
Neat and clean

Cda transfer

Best option for living
Near to Markaz school masjid and park

More options also available
Get in touch with us today for more information and direct deal.",0,2,,,,,,,,,,6,6,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-10/4 House For Sale,https://www.zameen.com/Property/g_10_g-10_4_g-10_4_house_for_sale-52622899-3327-1.html,Islamabad,House,6.7 Marla,"PKR
4.7 Crore",For Sale,"G-10, Islamabad, Islamabad Capital","Old House For Sale
Size 30x50
Best Location
4 Bedrooms
4 Bathrooms
DD
TV Lounge
Kitchan
Near 70 Feet Road",,2,,,,,,,2,,,4,4,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House For Sale Jinnah Garden Premium Location,https://www.zameen.com/Property/fechs_jinnah_gardens_house_for_sale_jinnah_garden_premium_location-52659144-1420-1.html,Islamabad,House,7 Marla,"PKR
2.89 Crore",For Sale,"FECHS, Islamabad, Islamabad Capital",,,,,,,,,,,,,4,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x80 brand new house for sale in G13,https://www.zameen.com/Property/islamabad_g-13_40x80_brand_new_house_for_sale_in_g13-52712526-330-1.html,Islamabad,House,14.2 Marla,"PKR
10.75 Crore",For Sale,"G-13, Islamabad, Islamabad Capital","All Original Pictures Are Attached
Size 40x80 Modern Luxury House For Sale in G13 isb
* 6 Bedrooms
* 8 washrooms
* 2 Kitchen
* 2 T. V/L
* 2 Drawing Dinning
* 2 Servant Room
* 4 Car Porch
* Confirm al Value 300 Thousand
* Situated Near Kashmir Highway And Metro Station. 
* Water Boring With 24/7 Water Supply
* Water Supply From FGHEF Is Even Sufficient In The Street
* Imported Washroom And Kitchen With Imported Floor Tiles In Kitchen
* SS Railing In Staircase And Front Elevation
* Outclass Imported Woodwork
* Modern Lever Sets In Kitchen N Washrooms
* Near To Masjid And Market
Prime Location. 
Reasonable Demand. 
For More Details And Option Please Contact Us",2025,3,,,,,,,2,,,6,6,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Marla 3 Story House For Sale G15 Islamabad,https://www.zameen.com/Property/g_15_g-15_4_7_marla_3_story_house_for_sale_g15_islamabad-52715396-3351-1.html,Islamabad,House,7 Marla,"PKR
3.4 Crore",For Sale,"G-15, Islamabad, Islamabad Capital",,,,,,,,,,,,,7,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F/7-3 LIVABLE HOUSE FOR SALE ON VERY PRIME &HOT LOCATION,https://www.zameen.com/Property/f_7_f-7_3_f_7-3_livable_house_for_sale_on_very_prime_hot_location-52707559-3309-1.html,Islamabad,House,2.3 Kanal,"PKR
60 Crore",For Sale,"F-7, Islamabad, Islamabad Capital",,2012,2,,,,,,,2,,,5,5,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUXURY APARTMENT AT KARAKORAM ENCLAVE FOR SALE,https://www.zameen.com/Property/islamabad_karakoram_diplomatic_enclave_luxury_apartment_at_karakoram_enclave_for_sale-52722422-9063-1.html,Islamabad,Flat,8.9 Marla,"PKR
7.6 Crore",For Sale,"Karakoram Diplomatic Enclave, Islamabad, Islamabad Capital","Top Class Furnished Apartment of 2 Bed Rooms with 3 baths, big size of living and dining room, one store room, and Fully Equipped Kitchen. Building has good size of 2 court yards, Grand reception area with lobby, Central securtiy system, High quality spacious lifts, Stand by generators, Fire fighting systemm on each floor, In house maintenance stafft for electrical, plubing, air conditioning, carpenter and janitorial services, Wide balconies, double glazed windows, modern ktichen, Quality tiles and fittings in bath rooms. 
For more details please call /whatsapp at View Contact Detail",2018,1,,,,,,,,,,2,3,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-10 Dead End Street Peace Full Location House For Sale,https://www.zameen.com/Property/f_10_f-10_2_f-10_dead_end_street_peace_full_location_house_for_sale-48150682-3277-1.html,Islamabad,House,1.1 Kanal,"PKR
21 Crore",For Sale,"F-10, Islamabad, Islamabad Capital","F-10/2 Dead End Street House Available For Sale Double Storey 6 Beds With Bath
2 Kitchen Size 555 Square Yards
2 Servant Quaret pind Face
Grab This Auspicious Opportunity To Execute Your Dreams Into Reality. 
It Is Sure To Be A Profitable Deal For Any Genuine Client. 
The Right Place To Invest Your Money. 
Interested Persons Welcome To Visit The Property. 
Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. Com When Calling.",2002,,,,,,,,2,,,6,6,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.zameen.com/new-projects/warda_hamna_residences-6596.html,Islamabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House In Bahria Enclave For Sale,https://www.zameen.com/Property/bahria_town_bahria_enclave_house_in_bahria_enclave_for_sale-48266498-1705-1.html,Islamabad,House,5 Marla,"PKR
2.75 Crore",For Sale,"Bahria Town, Islamabad, Islamabad Capital","5 Marla Designer House Is Available For Sale

3 Bed
4 Bath
DD
Tv Lounge
Kitchen
Store Room
Servant Room
Car Parking

Contact Us For More Information And Direct Deal",2024,1,,,,,,,1,,,3,4,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On 12% Down Payment 5000 Sq Feet Covered Area House On Easy Instalments,https://www.zameen.com/Property/bahria_town_bahria_enclave_on_12_down_payment_5000_sq_feet_covered_area_house_on_easy_instalments-52077571-1705-1.html,Islamabad,House,14 Marla,"PKR
7.75 Crore",For Sale,"Bahria Town, Islamabad, Islamabad Capital",,2025,3,,,,,,,2,,,6,6,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Double Road 3500 Square Feet Flat For Sale Is Available In F-11 Markaz,https://www.zameen.com/Property/f_11_f-11_markaz_main_double_road_3500_square_feet_flat_for_sale_is_available_in_f-11_markaz-52718507-3286-1.html,Islamabad,Flat,15.6 Marla,"PKR
5.65 Crore",For Sale,"F-11, Islamabad, Islamabad Capital","4th Floor Flat Is Available For Sale In Located At Prime Location Of Abu Dhabi Tower F-11 Markaz Islamabad

Size 3500 SQFT

Great Opportunity For You, Don'T Miss It. . . Original Pictures And Video Are Attached

About The Property:
3 Bedrooms
4 Washrooms
1 Kitchens
1 Tv Lounge
2 Car Parking
1 Servent With Bath 
Tille Flooring
Ideal Locality
2 Side Terrace 

Electricity Meters Are Available and also gas meter installed 

All Facilities Are Available Which Is The Need Of Living

Easy Access
Near To School, College, Market, Masjid,
Public Transport, Hospitals And Etc. 

Located In One Of The Best Locations Of F-11
Islamabad

Just Call Us For Visit. . . 

If U Want To Live In An Environment Which Is Absolutely Secured And Peaceful Then It Is Right Time And Right Place To Invest Ur Money

More Details Please Call",2015,2,,,,,,,,,,3,4,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700 Sq Feet Flat 2nd Floor Corner Flat With Lift Available Main Markaz,https://www.zameen.com/Property/g_15_g-15_markaz_700_sq_feet_flat_2nd_floor_corner_flat_with_lift_available_main_markaz-51709398-3352-1.html,Islamabad,Flat,3.6 Marla,"PKR
57 Lakh",For Sale,"G-15, Islamabad, Islamabad Capital","700 sq feet 2 Bed, 2 Bath, TV Lounge Wide Kitchen, Everything Available 30,000 al
Peaceful Environment. 
Reasonable Demand. 
Interested Persons Welcome To Visit The Property. 
Please Feel Free To Call Us If You Need Further Details About It. 
We Request That Only Serious Individuals Contact Us To Make An Immediate Deal. Please Remember To Mention Zameen. Com When Calling.",,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Marla Brand New Double Storey House Available For Sale In Top City-1 Islamabad,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_brand_new_double_storey_house_available_for_sale_in_top_city-1_islamabad-52297772-1383-1.html,Islamabad,House,10 Marla,"PKR
4.35 Crore",For Sale,"Top City 1, Islamabad, Islamabad Capital","** 10 Marla Brand New Double Story House for Sale in Topcity-1 Islamabad! *
 **A+ Construction** 
 **Location**: Topcity-1, Islamabad Near to New Islamabad International Airport,
 **Size**: 10 Marla

 **Detail**:
- **Bedrooms**: 5 + 1 Servant Room
- **Bathrooms**: 7
- **Kitchens**: 2
- **Drawing Room**: 2
- **TV Lounch**: 2
- **Tiles Flooring**
- **Solid Wood Work**
- **Near To Main Double Road**

**Amenities**:
- Electricity,Water
- Nearby Mosque
- Nearby Market
- Nearby School
- Nearby Metro Station 
- Nearby Park
**Completion Done. **

**Demand* 435 Lacs

**Contact Us Now to Schedule a Visit!**",2025,,,,,,,,,,,6,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Marla Brand New Designer House Available For Sale At Ideal Location Of Topcity-1 Islamabad,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_brand_new_designer_house_available_for_sale_at_ideal_location_of_topcity-1_islamabad-52315561-1383-1.html,Islamabad,House,10 Marla,"PKR
4.65 Crore",For Sale,"Top City 1, Islamabad, Islamabad Capital","** 10 Marla Brand New Double Story House for Sale in Topcity-1 Islamabad! *
 **A+ Construction** 
 **Location**: Topcity-1, Islamabad Near to New Islamabad International Airport,
 **Size**: 10 Marla

 **Detail**:
- **Bedrooms**: 5 + 1 Servant Room
- **Bathrooms**: 6
- **Kitchens**: 2
- **Drawing Room**: 2
- **TV Lounch**: 2
- **Tiles Flooring**
- **Solid Wood Work**

**Amenities**:
- Electricity,Water
- Nearby Mosque
- Nearby Market
- Nearby School
- Nearby Metro Station 
- Nearby Park
**Completion Done. **

**Demand* 465 Lacs

**Contact Us Now to Schedule a Visit!**
Nouman Khan Call/WhatsApp: View Contact Detail",2015,4,,,,,,,3,,,6,6,1,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Kanal Brand New House, Near To Main Double Road 150 Feet, House Available For Sale",https://www.zameen.com/Property/islamabad_top_city_1_1_kanal_brand_new_house_near_to_main_double_road_150_feet_house_available_for_sale-52315487-1383-1.html,Islamabad,House,1 Kanal,"PKR
7.5 Crore",For Sale,"Top City 1, Islamabad, Islamabad Capital","** 1 Kanal Brand New Double Story House for Sale in Topcity-1 Islamabad! *
 **A+ Construction** 
 **Location**: Topcity-1, Islamabad Near to New Islamabad International Airport,
 **Size**: 1 Kanal

 **Detail**:
- **Bedrooms**: 6 + 1 Servant Room
- **Bathrooms**: 8
- **Kitchens**: 2
- **Drawing Room**: 2
- **TV Lounch**: 2
- **Tiles Flooring**
- **Solid Wood Work**

**Amenities**:
- Electricity,Water
- Nearby Mosque
- Nearby Market
- Nearby School
- Nearby Metro Station 
- Nearby Park
**Completion Done. **

**Demand* 7 Caror 50 Lacs

**Contact Us Now to Schedule a Visit!**
Nouman Khan Call/WhatsApp:",,,,,,,,,,,,8,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
